Year1,Year2,Year3,Year4,Year5,Year6,Year7,Year8,Year9,Year10,Year11,Year12,Year13,Year14,Year15,Year16,Year17,Year18,Year19,Year20,Year21,Year22,Year23,Year24,Year25,Year26,Year27,Year28,Year29,Year30
20,,,,96,,,81,,,64,,,20,,3,,,,52,,,,,,,,,,52
,,,11,,,,,,,84,,,,,,,,28,,,91,50,,,,,,33,
,,,,,91-50,,,,33,,,,,,43,,24,,33,,,20,,,,50,,,
52-88-16,,,,,,,,,,43,1,,,,,95,,,85,20,11,,,,81,65,,41,58
33,,91,,97,,8,20-81-91,,,,,,,,90,,,14,,,65,,8,52,,,,,
,,,1,,,11,,15,12,,,,,83-81,,,83,91,,,,,,,,,,,60
,,,,81,,,,58,,,,,,16,,97,,8,,,,,92-15,,14,,57,,
,,,88-15,,,,,,33,,57,16,58,,,63,43,,96,97,,,28,43,,,58,52,
,,,,,,,20,,,,,14,37,,,,,,,,,,,14,,,,,
,,,,18,,,,,,70,,,,,,61,,91-15,,,16,,,,,,,,
,,1,,,,91-49,58,,,,,,11,,,,11,,,91,58-33-1-33,33,,14,,,,14,96
,,,,,,,,,,,,,,,63,52,50-8,36,,,,50,,,,,20-58,,
,,,33,,,59,84-20-81,57,,,,,,95,,,14,90,,,81,,,,64,,,,
,,,,,,52,,,,,52-15,,,14,8,,,,33,,20,,,,,,,,
,,14,,81,,33-14,,14,16,,,,,,,,,,38,50,,40,,,,,,27,
,,,,,72-43,,,,,,,33,,91-52,,11,,,,,,8,,,27,,81,,
14,,33,52-14,,,,,,95,,,,,,,,,,,14,,36-91,,,,,,,
,,,,81,,,16,,,,,14,,,,,,,,,,,,,,60,52,,
91,,81-58,,,91-33,,,,,,,,,72,72,15,58,33,,,52-15,90,,,,20,,,18
,,,,,,,1,,43,14,,,91,52,,91,,,52,52,,,43,63,,,91,,
,,,,,,87,,,,,70,,,43,43,,,,,,,,,,,11,79,,81
43,,33,,,91,,91,,,,65,,,,,1,,,,96,,,,,,74,52,,52-14
,,33-14,,,,52,,,,,,92,,,,,,,,,,,,20,,,,,
,14,,,36,,,52-14,,,8,,,96,,,,,,,14,,,,58,92,,,,81-81
,,,,,,,95,,,,,81,90,,85,,85,33,,,,,,,,,70,,
,,,,70,91,,81-80,,,,,,14,84,91,63,,,,,,,,,,,,,
,,,,,14,,52,,,,,,,91,,,14,18,,,,61,,,91,33,,91,
,,,18,,,,15,,,63,36,,,81-36,95,,20,,,,52,52,,,,,52,,
18,15,,52,,,,,,,,43,58-1,,,,,,,,81,,20-48,,,,,,,97
14,,55,,33,,,,16,15,,,,,,,33,81,8,4,,,,,,,,,,
65-36,,90,,,20,52,,,43,,,20,,,,,,,52,,,81,81,55,,4,,37,
57,,,61,,33,1,,,,,,,,,91,,8,14,,,,,,,,,,65-81,
,58,,,,,,14-1,,,,15,,,11,91,,61,81,58,,,47,74,,,,,,
,20,,,,90,,,,,97,14,,95,72-84-11,,,14,,14,81,,81-52,,,,14,,,
69,1,,,,47,1,52,43,,95,,,,,,,,33,,8,52,61-77,,,36,,,27,81
81,,61,,33,,14-61,81,,,81,14,,,,88,,,,,,,,,52,38,61-33,,58,
1-33,,90,,,,52,,95,,52,,,81-81,,,52,,,,,,,,,,52,,,
,,,,,,,33,81,,81,,81,,,,,,,,,,,,8,26,,,91,
,,,,,81,21-43,,,36,,52,,,,,,,,,,,,,,,14,79,,
,,,,,,,,,,,,61,,,,,,,,,,,,,,91,,,14-52
43,,,,95-74,91,,96,,,87,52,,,,14-84,,,,92-84,,,,43-43,,58-61,,,36-33,
,,,,,,,95-91,,,86-92,,,14,,92,,81,,,,,,69,,,81,,,
,,81,,,,52-16,,84,,38,14-20,,,14-16,,,,,,,,33,35,,,,,,
,,,,,,58-60-81-81,,,,,,,,14,,33,,,14,58,52,,,63,,,,65,91
,,,,,,,,,12,,,,,,,,,,,,64,,33,,,,,,
,,,26,,,,92,86,,8,,14,,,,,,,,,,,,,,,,91,
15,,,20,,,,,33-8,,,,,,,,,81,,27-33,,,,31,52,27,,,15,
52,,,,58,,63,77,,,,97-14,,,,,91,,33,,15,,,,,,36,8,,
,,63,14,,,,,,,,81,,,,,14-52,,36,,,,,,,40,,,52,11
,,,,63,,,,,18,52,,52,96,,,,,,,,,,,,,,,,18
,,,14,50-91,,81,31,43-79,,,,81,,81,,81,,,,,,47,,,,,92,,
,,,33,,,89,70,21,96,,,,,,,,,72,,65,27,36,91,,58,,,,
,,15,,32,,,,18,,,,,,40-36,50-95,8,14,,,,63,,,,,,,91,
,,,81,,14,52,,,96,,70,,66,43,,,,,83-52,,,,,,,,96,,87
,8,52,81,,,,,,38,,,43,14,20,,,,33,,,,,,,,,,52,
,,,,,91,,,,,72,,58,,,74,,,33,,,,70,,,,,,,33
,,,24,,,,,,1,81,,43-48,,90,,,33,14,20,,33,,,52,,,,,81-63
,,,,52,4-57-91-83,,57,52,,43,91,81,,,,,,,,79,,,,,,,,,
,33-1,,,,,79,,,80,,,,,,,,91,,43,,33,,,,,,,,
1,52,,,,,81,83,,52,,,,,,,,,,,,58,,52,,,,,,
,,,,59,52,,,,,81,,,,,,,,,,38-72,,48,52,,,33,33,,
,,,33,,,,,,,96,43,,,,,91,,,,96,,,,,37-81,,,,
,1,1,,,,,96,69-52,36,,18,,90,,,,,,14,,,,36,91,81,,,,
,,,,,,,1-81,81,66,,,,53,91,91,,,,,,,,65,,,,85,,
37,,81,,,,,37-91,,,,21-81,,,,,,81,,,,,,,71-52,,,,,
,,28,,,,84,,,,,,,61,,91,,70,,,,70-94,,,,15,81,52,,
,,,,95,,72-52,,,,71,91,,38,,,,81,,,36,,,,38,81,,,,
,,,33-52,,,52,,,,,52,,14,,40,,,,,70,,,,,21,,,,20
,,,,,,,,,,15,,,,,,,,,,33,1,11,,,,,,,
,52,,,,,33,,,,,,,,,33,,81-33,,12-52,,,,,52,81,1,4-81-24,,91
52,,,,,,,,,,,,55-74,91,3,,,,38,,,52-1,,52,91,43,,,,84
,,14,,,,,,11,,,84,,,,,81,,92,96-39,18-14,,,,,,,,91-94,
,55,,,,14,,,,,,,,,,,,,,52,43,36,,,,,,,,
,,,,,72-20,,91,,27-89,63,,1,,,,52,21,4,15,,,,,,,,,20,
92,,,,,,81,,92,,,65,,,52,,,20,,91,,52,,33,90,74,,91,,
33-91-33,,52,14-52,,,,,40,,,,14-52,25,,,,58-91-81,16,58-61,,,,,,33,,,52,
,91,,,,,,,47,43,,,,,,,,,,,61,,4,,,,27,,,
,8-21,,,,,,,,,,,,,,33-16,,,,,,91,14,,52,,,,,
,8,,,,,,79,81,24,,,,,,,,,,,,81,,,,,52-70,,,
,,,80,,,70,,,52,33,,,,,,,70,,81,,,,,,52,,,52-12-97,
1,,,,58,52,,,33,,,,,,,,,14,70,33,,,,,,,,14-18,52,
1,74,,,14-52,,,,,,,,,,,74,,81,,,,,,,,,96,52-52,,
,1,,,31,,,,65,,,61,,58,92,23,,,,,57,,33,,,,52-91,,88,
81,39,,,,63,31-15,,,,,1,,,,,26,,,,,,,,,52,49,,,
,,,,,,11,,,,,,71,,,91,48-3,14-84,66,,,,91,,,,,,14,
16,,64,,72,,70,,,,,,,,,,,,74,,,,49,14,,,43-50,58,,
,52,,52,,97,,,81,84,,81,,,65-43,,74-33,,,,,,71,,,,63,52-81,,
,,48-91,,,14,,,,,,,84,,,,,,58,33,50,52-51,,,,,,8,72,
52-91,,,,,,,11,,,,,,,,,,69,14,97,,52,,70,,,,,,
,,,,50-47,81,,84,,,92,,,,92,,,81,,,,,,,,,72,,,
90,81,,91-72,14,,,,,,,,,,,,,,,,,20-81,,,91,,,,1,16
69,,,,81,,,,,,48,,,95,41,,,,92-90,,81-36,16,,,81-96,,16,,,8
,,,26,6,,,,,,,14,,,91-96,,,,,,58,,8,,,,84,52,,14-8
,36-51,,,,16-20,,,,,,,1,70,,,,,,8,,,,40,,84,74,,,
,,,14,,,91,,52,,,,,,,,,,81-43,,16,,52-14,,,,,,,
90,,51,,,,,60,,58,26,,,,,70,,,95,,,36-82,15,,,,,27,,
,,57,,,,43-70-33,,58,40,,,,,,36-81,,,81,,,81,14-83-33-81,,,,,81,,
52,4,33,63,,,91-33,,,,,63,,43,8-52,,,15,,,14,,8,,,,52,,,
91,,,52,,,,48,,,81,,,,,,,,,,,71,,,36,,,,,
,82,,,,14,,91,,,,,81-43,,,20,,,,,,51-8,82,,,88-20,,,52,
14,,90,1-85,,,,,,,,52,,18,,,,86,,,,,58,47,95,,81,,81,52
,,,81,52,52-87,,,,14,,52,,,70,,91,49,,,96-90,,92-81,,,,,,57,
,63,,,,,58,,,95-81,81,43,,,14-82,33,,,,,49,,11,,,,,,,91
,,,92,33,96-47,,84-70,,,,3,,,,,92,,,,,52,81,,,,83-96,,28,
,,,,,,52-24,52-95,,33,94-15,,23-90,26,61,,33-40,14,,,95,,,,,58,,,91,
,,,,36-71,,,,,,91-50,,14,,,,,,,,20-48,52,,,,,,,33,52
,,,,,,,,,77,,,,,36,,,,,81,20,38,52,72,57,65-14,36,,,
,,3,,,,81,94,,8-88,52,,,,,,,,,33,52,,,,,52,48,,81-26,
,,,,85-47,,83,,,91,,,,,,,74,,,,,,,,,,,,,70
,81,65,14-92,,81-81,,,52-43,,,71,,,91,,,96,95,,,,,40,,,,,,
27,,,,,,,,,,,,81,14,,,14,,,,50,14,33-27,,,,,,91,92
,,,,,14,,91,,,43,,,52-20,90,,,,95,,33,,91,,,,27,,,36
21,95,,,,,,,,,,,,,,,,,33-24,,33,,,,,,,,20,
,52-43,,,,,52-92,,,,,,,15,81,,,52,,52,,,,,,,,83,92,
,18,,65,59,16,,,,,,74,33,71,,,,33,,,,,16,,,92,,,,
,,,,,70,14,84-81,,,53,,,58,33-14,91,,,,81,,,,3,,,,,,14
33,,70,90,81,,74,,20,61,,33,,,,,91,,,,1,,52,52,50,,,,,58
46-91,,,,81,33,,,,,,,,,14,,,51,,,,14,,,81,,,52,,
,63,84,,,,,,,33,,,,,,,86,,,81-33,14,,11-40,,57,91,,,14,
13,,,,,,,,86,,,52,,88,,,,33,,58,,,,,,,,,52,43
33,,,8,,,48,84,81,81,,,,,58,,,,,,,,,88,,,12,,,
81,,,,,,72,,81,,,,,,,,,,,14,,,,,,90,,52,,
57,,,,,,61,,,,14,,,40,,,,,,,91,,52-36,,,81,81,33,,
,,,27,,,,1,,74,,50,70,14,,,,,,,48,,52,,,,,20,33,
,,,,84,,,,,,,,,,,,,52,,,,33,,,81,,,,,
,,,,,,,,,36,,36,,,,,,37,,43,,20,95,,,,1,,,81-18
,,,57,90,,,81,,,,,,,8,,,40,,,,,,,,,,,,
,,,,,91,52-52,,52,,,,,52,,,34,,,95,33-1,,20-15,,91,,71,,,
57,57-96,,,,,52,,,,26,,,,,,,,,,,,52,81,74-50,,,,,
,,,,85,,,,,,,,3,,,,,81,14,,81,,,74,,,,,,14
,,,,,,,,,1,,,,,52,,,74,,,,,,,,79-59,,11,91,
,,,,,27,,,,,,,,91,,,,,33,,,33,,,,,92,,,
,,,,,24-33,14,,,,,,,,,,,20,,,,,81,,,58,48,81,33,
,,,,38-52,,,,,,,,4,55,,,,81,,79,15,,,16,,,,,,
,52,,,,,,,33-14,,63,91,,20,,,,,,,,81,27-8,,,,81,,,71
33,,36-74,,,,,,,24-36,,,,,14,,,26,,14,,14,,,50,,,,,
,,,81,52,,,,,,,,,,,,,36,,,91,,,,91,,,20-1,,
63,,63,,14,,,,,,,,,,11,,,,,69-83,,43,,33,,,,,,87
14,36,8-36-2,,,,58,,,33,,,,21,,,,,,,,,,,,,52,,,51
,,,,,,,,,,,92,50,,65,,,,1,81,91,58,,,,,52,64,33,
,8,,,,,33,,,,,,74,33,65,,,14-14,,92,33,,,,,81,,,,
58,,,,91-14,,,,92-14,,95,,14,,92,52,,,,91,,,1-33,,,33,,,,
,,,,,92,,,,8,27,,,,,,,,38-16,,,,33,,,,,,,
,,27,,,,,,,,33,52,,,,36,4,,,,,,,8,,,,,,52
,,,,,,,52,,,,14,,36-91,,,,,,92,,52,,,61-90-84,,,,,
,31,,,,,,38,15-14,,,,,,,,90,,74,50,,24,,,,,,8,,3
57-52,,,,,,,,,,,,,,,,,69,,14,,,,,,,33,61,26,
,,,81,,33,,58,33,,,69,71-81,,33,,63,,,,,,,,,,52,,,
52,,,,,57,52,,,,,,92,,91,43,,,,1,,,,,,,,,,
,58-55,,,,,,81,,,,49-8,,,,,,,,52,,14-52,,,,,,,61,
,,52,79,,,,,,,,,95-52,,1-33,20,,,,,,,,,33,,,57,,
,70,,,63,,63,,,,77-95,,85,,,,,,,,,16-33,,,,,52,,65,
,,14,,70-27,,,88,,,,,,,,,,,,,,,,,91,74,90,1,,
,,80,92,,,,,,51-43,55-4,61,,,,,,,,91,,33,,,,,38-14,,,91
61,,,91,48,,36,,,,,,20,,,,,,84-81,,,81,,,,52,,,,74
,,,,,41,,,,,,,,,,,,,,97,,,,,81,,,81,,
20,48,,63,,,,,96,,,91,,52,,1,,81,6,,,,14-52,14,,,,74-14,,
18,,,60,71,61,55,,,,,,,81,,,58,81,40,,,,,,,,,,14,
,20-11,43,,81,26,,38,33,,,,82-81,72-58,,,,36,,,,,,1-74-20,52,,,91,,33
,,,,,,,,,,,,81,,,,,,,33,4,,,,,55,,,,
,,,,91,,,,,,,,,14,,,,,,60,,38,,72-57,81,,71,,,
,95,,,,14-14,,11,,,,,,,,14,33,38,,91,,,,,81,,,,,79
,,,83,,,,,8-31,,,,,,,,,33,14,81,,,,,,,,,81-50,
,92,,36,55,,81,,,,57,,,16,,27,,,,58,,,,,,,81,81,,
,,,43,,,8,,,,,,,,,,,,,81,,,,,,,,,33,
,,,14,,,,,16-27,,,,,,89,,,52,92,,,,,,,,81-81-8-85,96-52,,
14-69,,,,11,,,,91,,,,,,,,,,52,,,,,,,81,,,,
52,81,,,81,,,,,33,,,,65,91,72,,,,,,81-14,,,,58,,,14,
,,,,60,,,,,57,43,,,20-27,,,14,,,,,,,,,20,,,,11
,20,,,,,,11,,,20,,69,14,,,,,,,52,,91,,14-33,,91,,,
,,,,14-58,74,,70,,,,,85,,33,11,,,,31,,36,27-52,,,95,,,52-63,
91,,,,,,,,,,96-33,,,,61,,96,,,,,,,,,,,,52,
,,,,91,,,33,,,,81,58,33-14-27,,91,,,,,,33,,,,,,,,
96-33,48-33,,,84,,,,,,,,,,63,18-81,,,,,57-33-51,52-91,,91,,,,,,
,70,,,95,,,,61,,,52,11,,,,,,,,,,,,38,33-82,12,,52,
,,,,,20,,33,33,8,,,,4-8,,,,,,87,,,,,,,,74,12-23,
,91-52,,,,,,,,,,,,81,,14-31,,,33,,,,58,,,,65-81,83-20,,
,,11,,,,,,,,38,,,,,33,74,81,58-91,,,,,,,,,,,
31,,91,,8,,,,,81,3,,,,,88,,,,,,88,,,,,,,,95
,,52-11,,70,,20-52,,,,,,63-14,,,69,,,,,,,,,,,,,,74
,95-80,,,,,,,96,,,27,65,,74,,81,,,84,,,,,,,,14,,58
,,,,,11-81,,,,8,,,91,,,,,,52,14,,,,91,,51,,,,
,,52,,52,,,,,,81,,,81,90,,,,36,,58,,,,59,95,81,81,,52
90,,26,,33-84,52,,,,,52,52,81,,,,25-8,,,,,,,,,,92,,95,
,,,,,,,,,,,,,,,88,52,63,,,,81,15,14,,52,,,,52
,,,43,,14,,15,27,,,,,,,52,11,,,,,,,,,,,,27,40
,,,,,,,,,,,20,,16,,,,,11-38,,,,,77,,,91,6,,
,33-84,94,,,,,14,33-26,,,14-81,,51-96,,,,67,,,36-52,,,81,,52,,,20-81,
,,,,,91,,48,,,20,,,,11,,,,,92,,81,,91,,,,,,33
,,,58,,,,,,33-97-57,8,,52,,,,14,81,,,,,52,,,,,31,,96
,91-81,91,,81,91,,,,61,,,,,,,,,,50,50,,,,,,,,95,74
,18,,81,,,,,,,,,33,,,,58-97,,40,81-50,,,,14,,,81,,,
,91-91,,,,72,,20,,85,,,,,81,38,,,15,14,,81,,,,92,,43,,
,33,94,1-81,,,,,,,,,65,,27,,,8,14,,23,,,14,,,,1,,
,52,,,,,,,,61,,,,,,,3,,,,,,,36,,,,,48,
,74-14,,,,,,37-65,91,43-36,,,,,,,,,,,,,52,,,11,,,,20
,,92,,81,11,,81-36-20,52,,,,,,90,,,70-84,,15,14-95,,,,,,,,,
11-4,15,,,,,81,,,,,,,,,72,,,1,,,,,,,,,33,,
,33,,,,,,,,,,,,52,,,,,,,6,,,,,,80,58,,
58,,,47,,,,14,,,,71,81,81-91,,48,,,,58,,,,,,15,,,,
43,91,,38,,15,,,16-63,,,,,,1,,,,33,,74,,,52,,,,36,,
,83,15,,,,84,14,40,,,,,,,79,48,,52,84,,,,,,92,,,,79
,,70,,,,,,,52,,,,,,,,52-40,52,,38-33,,,,,,,,,
,,,90,52,14,,,,,,85,,,52,57-80,,71,,,52-70,,52,51,,,11,,,
,,,,,,,,,,,33-85,74,,,20,,14,,,,74-38,91,52,11-20,,60,,,69
,83,,,27,,81-91-84,20,,,,,,,52,,,43,70,,,91,,,,,,,,
,94,,52,14,,,87,34-61-52,,52,,,,,,,28,,58,,,,,,91-16-58,,4-15,92,52
88,,,81,52,14,27,,83,,,14,,,,,,,,,,,92,,,,52,52,,
,81,91,,,,84,,,,,,,27,,,,,,14-52,,,,1,,,,33,,
,,52,,,49,,,,81,,,,33-33,,,,11,,,,,81,,,,,,51,
,,,,40,,,,,,84,,81,81,,,,14,,,,,,,,3,,70,,
65,57,,33,,,,,,,,1,,,52,,,33,63,,,,,15-52,63-57,,,,,69
96,,,52,,,,82,,,,11,,,,52,,,,,1,,74,,,,91,,,
81,,,,,,33,,,,,41-43-81,,,,,,66,33,,,,,,,48,52-70,,27,
,,,,,,,,,,14,,,,72,,,,,,,1,58,,,52,,27,96,91
74-11-87,,86-91,70,,14,,91,,,,52,,,,,,48-82,,,,43-47,,,,,,20,,
,,91,81,,52,36,97,,,,,,81,,8-20,,52,,52,,,,33,,,,,,74
,,,,,,,,,45,,33-33-20,,,,,91,,91,33-38,,,,,,,52-4,,33,
8-74,,,,,14,,,14,,95,81,,,4-81-91,36-87,,,,,,63,,,40,14,,11,,
,,,,,,,,,,,91,,69,31,,,,18,,,,,14,,,,,,
,,74,,,,,,,,,48,,,,,,,96,52,,,,,,,52,,1,
,,,,,,,,91,,8,,,,,,,14,,,,,,36,,,,,91,52
,,,,,1,,14,85,,,,87,,11,,,,,,,14,,,8,,,,81,
,33,43,33,33-52,,11,,,,26,84,,,,,74,,,,,91-91,,92,,,,,52-48,
,,,37,,21,,52,,,,,,,,,35,,31,,52,,,,,,8,,,8
,,,,,,,,,,20,,61,,,,,43,57,,87,,,56,8,3-48,,,,
,,,12,,,1,,,61,,52,81,91,,69,,71,65,,,14,,,,63,,,,
,,33,,91,,,1,,8,43,,,,33,58,,36,,14-96,,14-20,,,,,,,,
,52,,,,,,,,52,,51,33,,,,,,72,,,8,,,,,97,,33,
,,,,14,,74,38,,,69-81,,,33,,,81,52,,,,,,81,,,,,,11-33-63
,,,81,,88,,,,,,,1,,,,,,,,20,3,15,32,,,,,,
,36,,,8,,,,,,,,,,36-58-58,,,,32,,52,,14,1-28-58,84,,14-81,96,14,
,,,,,,,1,28,52-81,,50,,,,,,43,,,,15,,,,,,,81,
14-14-52,,,,,,81-14,,,,,,,27,,,,,,52,,,,,,,,,,8
,11-61,,,50,33,,96,1,,,,,,,,,,,38,,,,,,8,,85,,
25,,,,,,,,,,,,,,52,,81,,,,,20-26,,52,15,,,,48,23-97
,,,,,20,91,,,,,,,33,,,,20,33,52,58,,,,,,,,61-95,
,,,,,63-33,,,,,,,,48-96,,,,,,,,,,92,,33,,,,
,,43,97,,92-95,,,,,,,51,,,71,25-65,,,,33-15,,52,,,1,,70,,
,90,,67,,,,33-91,,14,,,,36-33,14,,,,,,15,18,58-71-81,91,,58,,,,
,,27,,,4,,,71,,,,52,57,79,81,,,36,74-14,12,,,70-86,,,,,,
,,,,,,63,,,,86,49-83,,,,,,91,,,,,,,,,,,,
71,52,74,40,,,,91,95,81,,36,,,,,43,50-52,,,,52,,14,52,61,8,,,
,,,,,,51,43,,81-97,1,,59,52,58,,,91-81,,,14-95,,,,,,,81,91,
,,,,57,,,,81,,,,,,,8,36,36,36,91,,,,,,95,,,,74
,,61,,,,,,96,,,52,85,,,,,,33,,,,,,40,,33,,,
,,,52,,,,20,91-70,33,,81-52,84,,14,,33,,,,,,,,,,69,,,70
,90,,,91,,,,,,33,52,,81-6,,,,,52,,,,,,,81,,,,
,,43,,33-83,1,,,,,,47,33-35,,33,,41,,,20,,,,,,,45,84-81,,
,,81-33,,,,,79,,,,,,,36,,59,,,,,,,,,,,,,
,52,,33-91,,,,84,,95,33,,,,,14,51,52-27,49,,,33,16,,,79,51,,52,
65,,,52,,,,,,,,,,,,,,92,,,,,,,31,,,33,,81
96,,,,,58,15,,72,,,81-51,,36,,,,,,61,,,,84,,,,,,
,72,,,,81,,52,,,79,,,,,,,,,,,,,91,1,,,,,
,,,,,,,52,58,,,23,,,,,,,13,,,,51-20,16,,43,,,,51
,,70,,,88,,84,,,,,,,,,20,,,,,96,,,,,,,52,
,,,,,,,,,,33,,,,52,,,,,,52,33,91-84,,,,,,,40
,,,,,33-74,91-20,81,,91,,,,,,,,,,,,14,61,,,,,,,
,,,,,,,,,50,,,,18,,,,,,,,,,,,,,,50,
,,,14,40,,8,52,52,81,,,,,27-91,,31,,,,40,96,91,,,,80,,,51
60,,52,,,15,,,,33,,,,,96,,,,,69,95,18-14,65-14,,,58,,74,,81
52,,14,,,,91,,,,,,,,,14,14-52,52,,,,,,,,86-1,,,,
96,52,,,,,,,,,,,,,8,,,,,,61,,,11,,,,,,
,,,92,,,,,,95,33,43,,,,,,,,37,82,,,,,,52,,,52
,,,,,33,,33,,,,,,,,,50,,,,52,,,,74,,91,,,96
95-74-20,,38,33,,,,,91,70,,,58,,,43,,,85,,52,57-57,96-52,,,,,,27,
,,92,,,,65,,,,58-14,90-33,,52,81,,91,,,,48,,,,,,,,,
,,,,48,,,,,,,,3-27,,,,72,,,,63,,,,,,58-81,,,8
91,14,,,,91-52-82,,,,,,,81,,,,,,4,,,,74,52,52,,74,,24,
96,,,,,,20,,,,,49,84,,,,,,43,,,,,,,,,92,60-61,
,,,,,,43,,,,52,,27,8,,,,,,66,,,,51-14,,,,,14-33,
,,36,,,,,,,,,,,,,74,,,84,,,8,,33,74,,,70,,
27,,,,52,43,58,,,,52,,,,,33,,,,52,,,36,,14,,11,,26,
,77,,,,87,,66,,,,,,,46,,,33,,,95-84,,,,,,,,52,81
,,,72-63,,,88,,,,81,,8,52-52,49,,,33,,,,18,48,,,,4,,,
,33,,,,58,52-91,,18,,,82,,,96,,,91,,,,57,,,,,,,33,
,,,63-91,,1,,,,,27,,,81,,48,,,58,,91,4,16,,96,,,,,
92-18,,,12,81,,,60,,,,96,52,,4,,79,,95,,52,,,,,,,,,
,67,14-21-33,81,,84,,,,24-14,36,,,81,,92,95,,,20,,,,,,,14,,,
,,,,,,,,,,,,,33,91,4,,52,,,,8,38,,,83,69,,81,33
20,,,,11,51,84,36,,,,,52,,,50-52,,,52-84,,,,,,,,,,,15
57-11,,,,,43,81,,,51,79,,,11,28,,,,,,,,43-14,,,,,,,
,43,52,,,,20,,,,,95,,,72,33,,,,,,,33-27,36,,,,,,
33,,,43,,,,,,96,,,,,52,,,,,52,33,,81,52-94,74,,,,72,
94,60-14-52,,,,,,,70,,,14,,,77,,26,,,,,,81,,,,,,,6
,,,52-35,74,95,,,,,4,,91,,,,26,,14-65,,,,,,,,,47,1,
,87,,,33,,20,52,,,,,,81,,,,18,74,14,,28-81,,33,,,92,,,
,49-70,,,,,,81,91,91,,52-14,16,,,,,,,,,89,,92,,,,,43,
,52,,,,,,63,,,52,83,,,,15,52,,87,33,,,92-14,,36,,,,,
,,91,,15,52,,,,52,,,,,,,,14,91,,,,58,,59,,,11,,
,,,,,,,8-52,,,,91,,,,,,,33,,,,85,70,,,,20-69,,
,,,95-16,,96,,,,43,,91,,,,,,,,,16,,,,20,,95,,,
,,,91,,,81,,,,,33-58,,,,14,,,,,61,,,65-96,,33,,,,
,95,,,,81,,83-15,,,,,52,,,,,8,,,,,,,,,,,,16
,,,,,,,,52,,8,,49,,,20,,4,,,,,1,81-33,,,,,,1
,63,,33,,,,91,,,,91,,,,,,92,,,,,87,,,52,,,,
96-91,91-37-91,,,,51,,,58,,,,,1,,,48-50-52,,,,,,,,,,,,91,53
3,,,,,,,,52,,,57,,83,8,,,,,,,,,,45,,,,,
,,95,,74,,,,,18,52-27,,,,,,,,,,,,,,,8,79,91,,52
,1,,,,,,,,,1-91,,,70,,,74,,,,14-58,55,,,,,11,,45,
,,,,,,91,,,,,84,,96,,,,,,,,,57,,,,,,,
,,,,52,,,92-33,,,70-14,,,,,52,,14,,,,48,,14,,,,,,
,91,,,,81,,,,,81,,,,,,33,,43,,52-81,1,,,20,,,,,
,,81,,,14,,52-70-33,,,90,,,,,,8,63,,,,52,,,,,,,,
,91,,52,52,27,38,,,,,,1,,52,,,,,,52-91,,20,,,,,,,
1,,,,,85,,,,,,85,,11,,,,,,,,,,,,,,,,63-88-81-1-52
,33,,95,,,,,,,,,,52,,,,50,,,,,,,,,,,,
,91,52,90,90,,,,,,,95,50-20,16,,,,61,,,,81,,58,,,,90,14,
,,,,,20,,11,,,,,,4-38,,21,,,,,,,,,,,58,74,,61
,64,14,65-36,,,92-52,,,,,50-91,,,,91,87,,,,57,,,61,,,,,,
,,,,97,66,,,,,,,33,16-8,33,,,,,95,83,,,,,,,6-81,,
81,,,,,,,52,,,,95,20,,,52,,,,,,,,48-52,,,,,2,33-11
,,,,8-16,52,85,,,,,33-14,,,,,,,,,8,,,20-8,,,,,,
,,,,33,92,,,14,48,,,,20,,,,14-43,52,81,,,87,,11,,16,4,15,81
52,,,,96,,,,,43,33,,20,63,,,14,,52-52,14,,91,,,,,,51,,
,,,,,,,,,,,,,21,14,,,,,,,,,14,,33,91-36,20-91,33,
70,,20,18,,,15,,,14,,,,,,33,,,,,70-52,,11,,52,,,,,
,61,35,26,,,,,,91,,,81,82,,,,58,,40,,38,,81,,,79-72,,27,52
,,14-52,,71,,,,,,,,,,,,,14,,84,91,,,87,79,,,,,
,,,,,74-92-33,,,,,,,,,,15,,,,,,20-43,,81,,,,,,
51,,,91,,,,81-84,,,,,,,27,,,,,,58,,,,,,,79,,70
,61,,,,,,81,,,,,,4,59-20,,94,,,,,,1-43,33,,,,,,
,,,,,,,,,,80-52,43,53-52,,,52-26,14,,14,,,,69,,,,83,,97,
,,,,,,,69,,,52,,,,,,,15,,,,,,,,,,,,
15,,,,33-27,95,,,,1,,52,,,61,,3-92,,,,,63,,,,,,,,
84,,,94-91,,,,14,,,,,,,,,,43,,,,80,,,58,,,,,
33,,,,,,,,,,,33,,,95,,,,20,,,,,,,,,,,
,91-52,,,,,,,,,,,33,15,,91,,,52-87,,81,91,39,,16,81,,33-14,91,70-83
,,,,,,14-8,,,,,,,,91-82-81,,,,,,,,,,,33,,1,,
74-14,4-43,,,,,58-91,,,,,20,,57,,,,,,,,,,,,,,,48,
,,4,,,,,,11-53,91,36,,,,46-52,,70,,50,21,91,,58,,48,48,,,81,
36,49,,,,52-1,52,,,,,,,,,52,,,,,,,,,,91,,84,,81
,,91,49,,,,,,,,1,,33,,71,92,96,,,,,96,,,,,,52-96,
,,52,1,,,33,81,,81-14-14-14,,,,,,95,,36,,,81,,,83,1,,33,,14-33,
,,,81,,52,,52,,,,,83,,,91,,,8,,,96,,1,14,70,,,,81
,,50,,,,,,,38,,,,,81,,,,81,52,43-74,,,,81,,81,,,
1,91,,,,,1,,,15,,,,,,,,,,81,,,,38,,20,,,,
